,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
206,207,30207,グッズ,スーパーポケモン回収,/assets/images/card_images/large/XYP/030207_T_SUPAPOKEMONKAISHUU.jpg,XYP,5,Y-P,,,,,,,5ban Graphics,コインを1回投げオモテなら、自分のポケモン1匹と、ついているすべてのカードを、手札にもどす。,,,,,,,,,,,,,,,,,,,,,,,
207,208,30208,グッズ,ともだちてちょう,/assets/images/card_images/large/XYP/030208_T_TOMODACHITECHOU.jpg,XYP,6,Y-P,,,,,,,PLANETA,自分のトラッシュからサポートを2枚選び、相手に見せてから、山札にもどす。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
208,209,30209,グッズ,なんでもなおし,/assets/images/card_images/large/XYP/030209_T_NANDEMONAOSHI.jpg,XYP,7,Y-P,,,,,,,5ban Graphics,自分のバトルポケモンの特殊状態を、すべて回復する。,,,,,,,,,,,,,,,,,,,,,,,
209,210,30210,pokemon,オンバット,/assets/images/card_images/large/XYP/030210_P_ONBATTO.jpg,XYP,8,Y-P,,714,おんぱポケモン,0.5,8.0,真っ暗な 洞窟で 暮らす。 ２０万ヘルツの 超音波を 大きな 耳から 発射する。,5ban Graphics,,たね,60,['none'],,,['none'],ちょうおんぱ,,コインを1回投げオモテなら、相手のバトルポケモンをこんらんにする。,"['none', 'none', 'none']",つばさでうつ,30,,,,,,electric,×2,fighting,－20,1,
210,211,30211,pokemon,オンバーン,/assets/images/card_images/large/XYP/030211_P_ONBAN.jpg,XYP,9,Y-P,,715,おんぱポケモン,1.5,85.0,月明かりすら ない 闇夜を 飛び 油断している 獲物を 襲う。 暗闇の 戦いでは 無敵だ。,5ban Graphics,,1 進化,110,['dragon'],,,"['none', 'none']",きずにかみつく,20＋,相手のバトルポケモンにのっているダメカンの数×10ダメージを追加。,"['psychic', 'dark', 'none']",ソニックバズーカ,60＋,コインを1回投げオモテなら、30ダメージを追加し、相手のバトルポケモンをこんらんにする。,,,,,fairy,×2,,,1,
211,212,30212,pokemon,ガブリアスEX,/assets/images/card_images/large/XYP/030212_P_GABURIASUEX.jpg,XYP,10,Y-P,,,,,,,Ryo Ueda,,たね,170,['dragon'],,,"['fighting', 'none']",ダブルチョップ,30×,コインを2回投げ、オモテの数×30ダメージ。,"['water', 'fighting', 'none']",パワーブラスト,120,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,fairy,×2,,,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
212,213,30213,pokemon,メェークル,/assets/images/card_images/large/XYP/030213_P_MEEKURU.jpg,XYP,11,Y-P,,672,ライドポケモン,0.9,31.0,人と 暮らすようになった 最初の ポケモンと 言われる。 穏やかな 性格の ポケモン。,5ban Graphics,,たね,70,['grass'],,,"['grass', 'grass']",とっしん,30,このポケモンにも10ダメージ。,,,,,,,,,fire,×2,,,2,
213,214,30214,pokemon,ヒトツキ,/assets/images/card_images/large/XYP/030214_P_HITOTSUKI.jpg,XYP,12,Y-P,,679,とうけんポケモン,0.8,2.0,死者の 魂が 古代の 剣に 宿って 生まれたらしい。 人に とりつき 命を 吸う。,5ban Graphics,,たね,50,['steel'],,,['none'],つるぎのまい,,次の自分の番、このポケモンが使う「きりさく」のダメージは「40」になる。,"['steel', 'none']",きりさく,20,,,,,,fire,×2,psychic,－20,2,
214,215,30215,pokemon,デデンネ,/assets/images/card_images/large/XYP/030215_P_DEDENNE.jpg,XYP,13,Y-P,,702,アンテナポケモン,0.2,2.2,ヒゲが アンテナの 役割。 電波を 送受信して 遠くの 仲間と 連絡を 取り合うのだ。,5ban Graphics,,たね,70,['fairy'],,,['none'],ほっぺすりすり,,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。,"['fairy', 'none', 'none']",スパイラルドレイン,60,このポケモンのHPを「20」回復する。,,,,,steel,×2,dark,－20,1,
215,216,30216,pokemon,エリキテル,/assets/images/card_images/large/XYP/030216_P_ERIKITERU.jpg,XYP,16,Y-P,,694,はつでんポケモン,0.5,6.0,砂漠で 生活する。 太陽の 光を 浴びて 発電すれば エサを 食べなくても 平気なのだ。,5ban Graphics,,たね,50,['electric'],,,['none'],でんこうせっか,10＋,コインを1回投げオモテなら、10ダメージを追加。,"['electric', 'none', 'none']",バチバチ,30,,,,,,fighting,×2,steel,－20,1,
216,217,30217,pokemon,ゴーゴート,/assets/images/card_images/large/XYP/030217_P_GOGOTO.jpg,XYP,17,Y-P,,673,ライドポケモン,1.7,91.0,ツノを 握る わずかな 違いから トレーナーの 気持ちを 読み取るので 一体となって 走れるのだ。,5ban Graphics,,1 進化,110,['grass'],,,"['grass', 'none']",つきとばす,30,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］,"['grass', 'none', 'none']",フォレストプレス,60＋,このポケモンについているgrassエネルギーの数ぶんコインを投げ、オモテの数×30ダメージを追加。,,,,,fire,×2,,,3,
217,218,30218,基本エネルギー,基本草エネルギー,/assets/images/card_images/large/XYP/030218_E_KIHONKUSAENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,30219,基本エネルギー,基本炎エネルギー,/assets/images/card_images/large/XYP/030219_E_KIHONHONOOENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,30220,基本エネルギー,基本水エネルギー,/assets/images/card_images/large/XYP/030220_E_KIHONMIZUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,30221,基本エネルギー,基本雷エネルギー,/assets/images/card_images/large/XYP/030221_E_KIHONKAMINARIENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,30222,基本エネルギー,基本超エネルギー,/assets/images/card_images/large/XYP/030222_E_KIHONCHOUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,30223,基本エネルギー,基本闘エネルギー,/assets/images/card_images/large/XYP/030223_E_KIHONTOUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,30224,基本エネルギー,基本悪エネルギー,/assets/images/card_images/large/XYP/030224_E_KIHONAKUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,30225,基本エネルギー,基本鋼エネルギー,/assets/images/card_images/large/XYP/030225_E_KIHONKOUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,30226,基本エネルギー,基本フェアリーエネルギー,/assets/images/card_images/large/XYP/030226_E_KIHONFEARIENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,30227,ポケモンのどうぐ,ちからのハチマキ,/assets/images/card_images/large/XYP/030227_T_CHIKARANOHACHIMAKI.jpg,XYP,,XY-P,,,,,,,5ban Graphics,このカードをつけているポケモンが使うワザの、相手のバトルポケモンへのダメージは「+20」される。,,,,,,,,,,,,,,,,,,,,,,,
227,228,30228,サポート,ティエルノ,/assets/images/card_images/large/XYP/030228_T_TEIERUNO.jpg,XYP,,XY-P,,,,,,,Ken Sugimori,自分の山札を3枚引く。,,,,,,,,,,,,,,,,,,,,,,,
228,229,30229,グッズ,ビクトリーリング,/assets/images/card_images/large/XYP/030229_T_BIKUTORIRINGU.jpg,XYP,,XY-P,,,,,,,5ban Graphics,自分の山札を上から7枚見る。その中からポケモンを1枚選び、相手に見せてから、手札に加えてよい。残りのカードは山札にもどし、山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
229,230,30230,グッズ,ビクトリーリング,/assets/images/card_images/large/XYP/030230_T_BIKUTORIRINGU.jpg,XYP,,XY-P,,,,,,,5ban Graphics,自分の山札を上から7枚見る。その中からポケモンを1枚選び、相手に見せてから、手札に加えてよい。残りのカードは山札にもどし、山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
230,231,30231,グッズ,ビクトリーリング,/assets/images/card_images/large/XYP/030231_T_BIKUTORIRINGU.jpg,XYP,,XY-P,,,,,,,5ban Graphics,自分の山札を上から7枚見る。その中からポケモンを1枚選び、相手に見せてから、手札に加えてよい。残りのカードは山札にもどし、山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
231,232,30232,pokemon,キャタピー,/assets/images/card_images/large/XY2/030232_P_KYATAPI.jpg,XY2,1,80,rare_c_c,10,いもむしポケモン,0.3,2.9,頭の 触覚から 強烈な においを 出して 敵を 追い払い 身を守る。,Sumiyoshi Kizuki,,たね,40,['grass'],てきおうしんか,このポケモンは、最初の自分の番や出したばかりの番でも進化できる。,['grass'],むしくい,10,,,,,,,,,,fire,×2,,,1,
232,233,30233,pokemon,トランセル,/assets/images/card_images/large/XY2/030233_P_TORANSERU.jpg,XY2,2,80,rare_c_c,11,さなぎポケモン,0.7,9.9,鋼鉄のように 硬い 殻で やわらかい 中身を 守っている。 進化するまで じっと 耐えている。,kawayoo,,1 進化,70,['grass'],てきおうしんか,このポケモンは、最初の自分の番や出したばかりの番でも進化できる。,"['none', 'none']",かたくなる,,次の相手の番、このポケモンは「60」以下のワザのダメージを受けない。,,,,,,,,,fire,×2,,,2,
233,234,30234,pokemon,バタフリー,/assets/images/card_images/large/XY2/030234_P_BATAFURI.jpg,XY2,3,80,rare_u_c,12,ちょうちょポケモン,1.1,32.0,花の ミツが 大好物。 わずかな 花粉で 花畑の 場所を 探し出すことが できる。,sui,,2 進化,130,['grass'],,,['grass'],ちょうのまい,,自分の山札から基本エネルギーを1枚選び、このポケモンにつける。そして山札を切る。つけた場合、このポケモンのHPを「40」回復する。,"['grass', 'none', 'none']",かぜおこし,70,,,,,,electric,×2,fighting,－20,1,
234,235,30235,pokemon,クヌギダマ,/assets/images/card_images/large/XY2/030235_P_KUNUGIDAMA.jpg,XY2,4,80,rare_c_c,204,みのむしポケモン,0.6,7.2,木の 皮を 重ね合わせて 殻を 分厚くするのが 大好き。 重くなっても 気にしない。,Suwama Chiaki,,たね,60,['grass'],,,"['none', 'none']",ぶつかる,20,,,,,,,,,,fire,×2,,,2,
235,236,30236,pokemon,タネボー,/assets/images/card_images/large/XY2/030236_P_TANEBO.jpg,XY2,5,80,rare_c_c,273,どんぐりポケモン,0.5,4.0,頭の 先を 枝に くっつけて ぶら下がる。 強風に あおられ 落ちてしまう ことも あるのだ。,Naoyo Kimura,,たね,50,['grass'],,,['none'],なかまをよぶ,,自分の山札からたねポケモンを1枚選び、ベンチに出す。そして山札を切る。,,,,,,,,,fire,×2,,,1,
236,237,30237,pokemon,コノハナ,/assets/images/card_images/large/XY2/030237_P_KONOHANA.jpg,XY2,6,80,rare_c_c,274,いじわるポケモン,1.0,28.0,コノハナが 奏でる 草笛の 音色は 人を 不安にさせる。 森の 奥に 住んでいる。,Midori Harada,,1 進化,80,['grass'],,,['none'],はっぱカッター,20,,"['grass', 'none', 'none']",いあいぎり,40,,,,,,fire,×2,,,1,
237,238,30238,pokemon,ダーテング,/assets/images/card_images/large/XY2/030238_P_DATENGU.jpg,XY2,7,80,rare_r_c,275,よこしまポケモン,1.3,59.6,森の 神様と 恐れられていた ポケモン。 相手の 考えを 読み 先回りする 能力を 持つ。,Kouki Saitou,,2 進化,140,['grass'],はっぱドロー,自分の手札からgrassエネルギーを1枚選び、トラッシュする。その後、自分の山札を3枚引く。この特性は、自分の番に1回使える。,"['grass', 'none', 'none']",きょうらんのまい,20×,おたがいのベンチポケモンの数×20ダメージ。,,,,,,,,,fire,×2,,,2,
238,239,30239,pokemon,ロゼリア,/assets/images/card_images/large/XY2/030239_P_ROZERIA.jpg,XY2,8,80,rare_c_c,315,いばらポケモン,0.3,2.0,右手と 左手で ２種類の 毒を 使いわけて 攻撃する。 香りが 強いほど 元気だ。,kirisAki,,たね,60,['grass'],,,['grass'],ねむりごな,10,コインを1回投げオモテなら、相手のバトルポケモンをねむりにする。,"['grass', 'grass']",いあいぎり,20,,,,,,fire,×2,,,1,
239,240,30240,pokemon,ロズレイド,/assets/images/card_images/large/XY2/030240_P_ROZUREIDO.jpg,XY2,9,80,rare_u_c,407,ブーケポケモン,0.9,14.5,甘い 香りで 獲物を 誘い 両腕の 毒のムチを 使って 刺したり 締めたりして しとめる。,Masakazu Fukuda,,1 進化,90,['grass'],,,['grass'],ウィップラッシュ,,ウラが出るまでコインを投げ、オモテの数ぶん、相手のバトルポケモンについているエネルギーを選び、トラッシュする。,"['grass', 'grass', 'grass']",メガドレイン,70,このポケモンのHPを「20」回復する。,,,,,fire,×2,,,1,
240,241,30241,pokemon,マラカッチ,/assets/images/card_images/large/XY2/030241_P_MARAKACCHI.jpg,XY2,10,80,rare_c_c,556,サボテンポケモン,1.0,28.0,アップテンポの 踊りと 音で 花の タネを ねらう 天敵の とりポケモンを 追い払うのだ。,match,,たね,90,['grass'],,,['grass'],エキサイトシェイク,,次の自分の番、このポケモンが「チクチクニードル」で投げるコインの数は6回になる。,"['none', 'none']",チクチクニードル,20×,コインを2回投げ、オモテの数×20ダメージ。,,,,,fire,×2,,,1,
241,242,30242,pokemon,リザードンEX,/assets/images/card_images/large/XY2/030242_P_RIZADONEX.jpg,XY2,11,80,rare_rr,,,,,,Eske Yoshinob,,たね,180,['fire'],,,['none'],もえあがる,,コインを1回投げオモテなら、自分の山札から基本エネルギーを3枚まで選び、このポケモンにつける。そして山札を切る。,"['fire', 'none', 'none', 'none']",だいもんじ,120,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,water,×2,,,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
242,243,30243,pokemon,ポニータ,/assets/images/card_images/large/XY2/030243_P_PONITA.jpg,XY2,12,80,rare_c_c,77,ひのうまポケモン,1.0,30.0,生まれたばかりでは 立つのがやっと。 だが 走るほどに 足腰は 鍛えられて 速度が 増していく。,Tomokazu Komiya,,たね,60,['fire'],,,['fire'],こうそくいどう,10,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,"['none', 'none']",ほのおのしっぽ,20,,,,,,water,×2,,,1,
243,244,30244,pokemon,ギャロップ,/assets/images/card_images/large/XY2/030244_P_GYAROPPU.jpg,XY2,13,80,rare_u_c,78,ひのうまポケモン,1.7,95.0,速く 動く 物体を 見ると 競争したくなり 猛烈な スピードで 追いかけはじめる。,Akira Komayama,,1 進化,90,['fire'],,,['fire'],こうそくいどう,20,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,"['none', 'none']",かけぬける,40,相手のベンチポケモンを1匹選び、そのポケモンにも20ダメージ。［ベンチは弱点・抵抗力の計算をしない。］,,,,,water,×2,,,0,
244,245,30245,pokemon,シシコ,/assets/images/card_images/large/XY2/030245_P_SHISHIKO.jpg,XY2,14,80,rare_c_c,667,わかじしポケモン,0.6,13.5,強い 相手に 立ち向かうときほど たてがみが 高温になり 全身に 力が みなぎるのだ。,5ban Graphics,,たね,70,['fire'],,,"['fire', 'fire', 'none']",かえん,60,,,,,,,,,,water,×2,,,2,
245,246,30246,pokemon,カエンジシ,/assets/images/card_images/large/XY2/030246_P_KAENJISHI.jpg,XY2,15,80,rare_r_c,668,おうじゃポケモン,1.5,81.5,群れの 中で 一番 大きな 炎の たてがみを 持つ オスが リーダーとして 仲間を 率いる。,5ban Graphics,,1 進化,110,['fire'],いかくのたてがみ,このポケモンは、相手のたねポケモンからワザのダメージを受けない。,"['fire', 'none', 'none']",しゃくねつのキバ,60＋,のぞむなら、このポケモンについているfireエネルギーを1個選び、トラッシュしてよい。その場合、30ダメージを追加。,,,,,,,,,water,×2,,,2,
